angle,pol_0,pol_45,pol_90,pol_135
192,9.138,2.244,3.236,3.79
193,1.304,4.254,9.371,1.738
194,2.61,8.438,0.235,6.432
195,3.099,2.818,8.113,3.452
196,3.871,1.327,0.846,2.584
197,4.875,0.304,4.734,8.942
198,4.431,6.99,8.228,3.574
199,3.666,1.16,1.757,4.456
200,2.146,6.218,5.879,8.63
201,3.256,2.427,0.776,6.15
202,1.081,7.697,5.208,1.675
203,2.555,0.636,0.733,7.768
204,9.854,7.129,6.323,3.185
205,3.283,3.961,3.246,4.564
206,5.73,9.294,3.659,0.336
207,1.37,3.222,5.815,8.585
208,0.665,8.458,9.565,7.645
209,4.312,6.077,3.646,3.597
210,3.414,8.724,8.278,3.006
211,6.378,7.566,0.356,6.573
212,1.25,0.905,3.99,1.357
213,1.632,3.277,1.718,1.425
214,6.266,3.659,4.634,1.706
215,9.617,1.574,6.7,0.87
216,1.393,0.232,8.132,1.371
217,3.531,5.153,4.974,8.074
218,2.655,1.629,6.681,1.821
219,5.987,6.3,5.884,9.512
220,9.116,4.042,6.942,5.646
221,5.616,5.982,7.739,4.928
222,5.056,0.894,2.07,4.217
223,4.538,5.343,2.483,4.155
224,1.338,0.449,4.364,6.05
225,4.295,8.458,0.256,6.568
226,3.685,8.447,4.062,3.5
227,6.067,9.247,9.753,2.575
228,9.952,9.639,8.645,7.6
229,8.916,6.226,5.512,1.455
230,8.501,3.862,4.808,0.865
231,8.525,1.953,5.82,4.095
232,7.281,2.288,1.723,9.493
233,5.425,3.476,5.05,3.29
234,3.343,0.394,5.298,1.475
235,7.11,9.38,6.324,6.416
236,6.653,7.588,7.038,2.268
237,2.834,7.586,8.075,6.485
238,6.517,7.539,5.931,2.31
239,3.186,1.255,7.106,6.829
240,4.556,8.635,5.449,8.537
241,0.833,0.271,0.637,5.037
242,4.455,9.217,7.225,4.192
243,0.473,4.733,7.274,7.909
244,3.571,0.192,4.345,2.822
245,7.702,9.87,0.021,5.012
246,1.092,8.995,5.759,7.828
247,8.473,4.136,3.284,8.442
248,9.024,8.347,2.435,6.448
249,8.204,3.003,9.899,0.046
250,4.396,5.136,7.097,4.125
251,9.419,0.392,3.353,6.747
252,9.517,2.819,1.486,4.898
253,4.015,3.727,9.379,0.168
254,0.672,5.806,8.417,5.299
255,5.892,3.916,1.838,9.34
256,5.904,8.549,5.578,0.067
257,5.38,3.001,7.967,8.358
258,0.33,2.533,4.625,5.539
259,2.728,8.116,9.34,1.071
260,4.533,2.643,2.64,8.284
261,5.481,4.417,5.808,3.898
262,6.004,0.353,5.324,0.385
263,1.169,2.004,6.784,4.439
264,2.125,6.49,6.807,8.402
265,2.752,2.796,4.547,3.075
266,9.269,1.875,6.75,4.894
267,2.559,8.082,6.338,4.781
268,1.122,8.12,8.73,0.837
269,1.153,8.678,4.954,5.951
270,3.208,9.541,4.356,5.52
271,3.848,2.384,5.04,3.775
272,9.216,2.19,9.6,3.893
273,5.088,7.682,8.015,3.68
274,9.291,9.711,5.407,5.591
275,0.253,9.424,4.168,7.811
276,1.112,2.332,2.869,2.756
277,1.945,9.697,0.688,7.681
278,1.521,7.19,0.393,9.657
279,3.387,4.509,9.747,9.765
280,2.046,5.908,5.51,4.392
281,4.616,0.585,2.547,6.089
282,2.028,6.751,9.182,8.055
283,1.755,7.61,9.663,1.966
284,4.846,3.33,6.515,1.534
285,0.409,4.519,6.782,7.509
286,8.852,0.465,5.465,3.777
287,6.304,1.619,1.656,0.119
288,2.608,1.056,9.212,2.937
289,3.09,4.301,1.819,1.68
290,5.413,9.742,7.456,6.837
291,3.489,3.789,7.106,0.127
292,1.902,5.581,2.059,0.437
293,4.724,5.803,6.526,2.169
294,0.673,8.646,3.283,1.333
295,9.829,8.002,7.686,0.271
296,5.671,9.988,1.068,4.745
297,6.536,0.484,9.16,7.035
298,6.356,5.039,2.519,0.978
299,2.127,2.796,2.762,7.761
300,6.45,5.809,7.289,0.084
301,8.519,6.942,2.86,2.054
302,8.591,8.291,7.183,9.228
303,0.631,7.376,2.116,3.795
304,1.421,7.009,9.193,8.113
305,4.446,4.673,7.226,6.045
306,6.95,0.013,2.887,3.358
307,6.762,5.092,5.047,6.552
308,7.471,6.505,8.633,3.232
309,4.866,9.917,9.471,5.06
310,6.811,6.719,1.834,1.666
311,5.563,1.135,5.96,9.223
312,9.265,0.644,8.464,1.6
313,0.78,1.541,0.081,5.048
314,6.688,6.954,3.644,7.154
315,6.1,8.741,5.863,2.875
316,3.879,8.769,7.01,3.584
317,6.405,3.192,4.177,8.128
318,7.899,8.51,2.001,1.722
319,2.873,2.465,0.299,9.664
320,3.595,4.87,6.806,2.299
321,1.079,2.805,9.504,0.773
322,6.817,7.471,9.066,8.478
323,2.671,3.492,1.545,9.133
324,2.15,8.88,3.055,0.984
325,8.36,4.844,8.722,1.49
326,1.386,5.028,8.391,5.589
327,5.798,5.23,6.282,2.383
328,4.376,5.263,8.826,1.682
329,3.478,4.379,7.623,2.141
330,9.941,2.522,6.81,7.428
331,7.983,8.463,7.774,5.976
332,9.373,8.588,0.559,5.341
333,7.1,3.534,3.284,8.192
334,0.809,0.33,7.25,5.637
335,3.457,5.322,4.415,1.518
336,7.335,2.292,2.8,7.9
337,7.33,9.046,8.192,9.062
338,5.602,4.467,9.156,7.199
339,4.291,1.463,5.106,2.263
340,8.158,4.852,0.251,5.938
341,3.551,0.478,5.925,7.654
342,3.88,6.847,7.978,9.508
343,6.692,3.008,7.5,2.152
344,3.441,8.096,1.748,5.545
345,7.791,9.185,2.348,5.786
346,8.477,2.61,0.01,7.573
347,3.373,6.585,5.79,0.865
348,8.432,5.413,8.456,8.619
349,7.292,3.986,7.585,7.785
350,1.396,5.232,3.143,4.495
351,9.321,1.651,4.545,0.236
352,6.528,1.117,4.682,3.887
353,8.124,5.856,3.322,4.701
354,6.925,0.712,4.418,4.975
355,6.457,1.081,2.05,0.986
356,2.041,7.779,0.146,3.286
357,4.762,8.441,6.841,0.939
358,1.206,6.852,7.836,0.279
359,1.875,4.578,6.899,1.614
